업종명,업소명,소재지(도로명),소재지(지번),소재지전화
일반음식점,청풍양꼬치,"부산광역시 동구 초량상로 157, 1층 (수정동)",부산광역시 동구 수정동 363-11 ,051-466-0288
일반음식점,태양반점,부산광역시 동구 망양로 865 (좌천동),부산광역시 동구 좌천동 907-28 ,051-468-3761
일반음식점,시골정식,"부산광역시 동구 중앙대로 263, 국제오피스텔 1층 103호 (초량동)",부산광역시 동구 초량동 1147-14 국제오피스텔 ,051-467-6707
일반음식점,기남윤주 막걸리,"부산광역시 동구 초량로 20, 1층 (초량동)",부산광역시 동구 초량동 145-9 ,051-469-7862
일반음식점,오오키돈까스,"부산광역시 동구 범일로 125, 지하2층 (범일동)",부산광역시 동구 범일동 62-5 ,051-501-9601
일반음식점,명가,"부산광역시 동구 중앙대로236번길 12, 1층 (초량동)",부산광역시 동구 초량동 1196-1 ,051-468-5592
일반음식점,"7번가피자(진역,초량점)","부산광역시 동구 고관로 90-1, 1층 (수정동)",부산광역시 동구 수정동 116-8 ,051-441-6766
일반음식점,돈돼지,"부산광역시 동구 홍곡로 68, 1층 101호 (수정동, 베스안하우스 2차)",부산광역시 동구 수정동 1014-8 베스안하우스 2차 ,051-466-8200
일반음식점,커피꽃 레스토랑,부산광역시 동구 초량로 20 (초량동),부산광역시 동구 초량동 145-9 ,
일반음식점,초량845,"부산광역시 동구 망양로533번길 8, 2층 (초량동)",부산광역시 동구 초량동 845-1 ,051-465-0845
일반음식점,숙이네보리밥,"부산광역시 동구 초량상로79번길 33-2, 1층 (초량동)",부산광역시 동구 초량동 931-19 ,051-466-7922
일반음식점,BHC 부산역점,"부산광역시 동구 초량중로 29-2, 1-2층 (초량동)",부산광역시 동구 초량동 1056-8 1-2층 ,051-465-5882
일반음식점,단양집,부산광역시 동구 조방로49번길 27-6 (범일동),부산광역시 동구 범일동 830-238 ,051-644-5826
일반음식점,꽁쉐프,"부산광역시 동구 중앙대로214번길 3-10, 2층 (초량동)",부산광역시 동구 초량동 1200-4 2층 ,051-465-0770
일반음식점,좋은식당,"부산광역시 동구 초량로 108, 1층 (초량동)",부산광역시 동구 초량동 827-180 ,
일반음식점,내가진짜떡볶이다,"부산광역시 동구 홍곡로58번길 5, 1층 (수정동)",부산광역시 동구 수정동 1028-15 ,051-465-1458
일반음식점,만복네,"부산광역시 동구 범일로102번길 4, 2층 (범일동)",부산광역시 동구 범일동 830-26 ,051-638-4849
일반음식점,신발원 외전,부산광역시 동구 대영로243번길 64 (초량동),부산광역시 동구 초량동 560 ,
일반음식점,코코,"부산광역시 동구 충장대로 206, 3층 (초량동)",부산광역시 동구 초량동 45-39 ,
일반음식점,도너텍사스(DonerTexas),"부산광역시 동구 대영로243번길 51, 1층 (초량동)",부산광역시 동구 초량동 581 ,
일반음식점,88란주우육면,"부산광역시 동구 중앙대로 181, 1~2층 (초량동)","부산광역시 동구 초량동 1209-13 1층일부, 2층 ",
일반음식점,이탈리안샐러드,"부산광역시 동구 수정중로11번길 2, 2층 (수정동)",부산광역시 동구 수정동 799-8 2층 ,
일반음식점,짬뽕부심,"부산광역시 동구 중앙대로236번길 3-4, 1층 (초량동, 대동빌딩)",부산광역시 동구 초량동 1194-10 1194-14 대동빌딩 1층일부 ,051-466-0420
일반음식점,본동 추어탕,"부산광역시 동구 진성로21번길 25, 1층 (수정동)",부산광역시 동구 수정동 248-17 ,051-441-5416
일반음식점,충무김밥,"부산광역시 동구 중앙대로214번길 3-2, 1층 (초량동, 광장빌딩)",부산광역시 동구 초량동 1200-11 광장빌딩 1층 ,051-462-0687
일반음식점,초량 할매 족발,부산광역시 동구 초량중로77번길 4 (초량동),부산광역시 동구 초량동 247-2 1층 ,
일반음식점,데판혼포,"부산광역시 동구 범일로 125, 지하2층 (범일동)",부산광역시 동구 범일동 62-5 현대백화점 부산점 ,
일반음식점,토담돼지국밥,"부산광역시 동구 고관로 114, 1층 (수정동)",부산광역시 동구 수정동 262 ,051-242-9001
일반음식점,시오,"부산광역시 동구 중앙대로 373-1, 1-2층 (수정동)",부산광역시 동구 수정동 1-115 ,
일반음식점,으뜸한우,"부산광역시 동구 진성로9번길 6, 1층 (수정동)",부산광역시 동구 수정동 210-22 ,
일반음식점,칭기스칸,"부산광역시 동구 대영로243번길 31, 지하1층 (초량동)",부산광역시 동구 초량동 610-2 지하1층 일부 ,
일반음식점,매콤아구찜 초량점,"부산광역시 동구 초량중로 126-3, 1층 (초량동)","부산광역시 동구 초량동 35-1 35-9, 35-19, 35-20 22609호",051-442-0209
일반음식점,무한사랑김치찌개,"부산광역시 동구 중앙대로180번길 6-9, 102호 (초량동)",부산광역시 동구 초량동 1212-4 102호 ,051-466-4311
일반음식점,맛자랑,"부산광역시 동구 중앙대로 지하 200, 나30호 (초량동)",부산광역시 동구 초량동 1206-1 부산역지하도상가 나30호,051-244-6979
일반음식점,화통한할매도시락,"부산광역시 동구 중앙대로 243-13, 1층 (초량동)",부산광역시 동구 초량동 171-11 초량 아동센타 ,051-728-7011
일반음식점,노리터Ⅱ,"부산광역시 동구 고관로 73-1, 1층 (수정동)",부산광역시 동구 수정동 330-3 ,
일반음식점,다홍치마,"부산광역시 동구 중앙대로361번길 37, 1층 (수정동)","부산광역시 동구 수정동 284-2 284-3, 285-1 ",051-441-1210
일반음식점,불막열삼,"부산광역시 동구 중앙대로221번길 27, 1층 (초량동)",부산광역시 동구 초량동 410-5 1층 ,051-442-4423
일반음식점,뉴서울식당,"부산광역시 동구 조방로49번길 13, 지하1층 17415-1호 (범일동, 제일상가아파트)",부산광역시 동구 범일동 830-46 제일상가아파트 지하1층 17415-1 ,051-634-5400
일반음식점,멕시카나 범일역점,"부산광역시 동구 조방로26번길 7, 101동 102호 (범일동, 범일역 이즈팰리스 베스트)",부산광역시 동구 범일동 830-197 범일역 이즈팰리스 베스트 101동 102호,051-633-9978
일반음식점,다도해,"부산광역시 동구 고관로153번길 8, 1층 (좌천동)",부산광역시 동구 좌천동 684-1 ,
일반음식점,그집한상,"부산광역시 동구 진성로 5, 1층 (수정동)",부산광역시 동구 수정동 1-42 ,
일반음식점,자부심,"부산광역시 동구 고관로 135-4, 1층 (수정동)",부산광역시 동구 수정동 230-10 ,051-925-5912
일반음식점,아름다운 동행,"부산광역시 동구 초량로14번길 4, 1-2층 (초량동)",부산광역시 동구 초량동 174-20 195-5 ,
일반음식점,구스토,"부산광역시 동구 중앙대로214번길 7-8, 21층 (초량동)","부산광역시 동구 초량동 1201-1 1201-8, 아스티호텔 21층 ",051-409-8801
일반음식점,제니하우스,"부산광역시 동구 조방로 14, 동일타워 2층 판매2-219호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,
일반음식점,밥을짓다,"부산광역시 동구 조방로 14, 동일타워 2층 판매2-213,판매2-214호 (범일동)","부산광역시 동구 범일동 830-140 동일타워 판매2-213호, 판매2-214호 ",
일반음식점,248 FOOD CAFE(푸드카페),"부산광역시 동구 중앙대로248번길 7, 1층 (초량동)",부산광역시 동구 초량동 1189-4 ,
일반음식점,자성뷔페,"부산광역시 동구 자성로111번길 8-6, 1층 (범일동)","부산광역시 동구 범일동 829-33 829-34, 27695호 1층일부 ",
일반음식점,총각네충무김밥,"부산광역시 동구 중앙대로214번길 7-7, 지하1층 (초량동)",부산광역시 동구 초량동 1200-14 지하1층 ,
일반음식점,카마타케 제면소,"부산광역시 동구 범일로 125, 현대백화점 부산점 지하2층 (범일동)",부산광역시 동구 범일동 62-5 현대백화점 부산점 지하2층 ,
일반음식점,이서방 도야지,"부산광역시 동구 고관로 33-2, 1층 (수정동)",부산광역시 동구 수정동 397-9 20672호 1층 ,051-462-2335
일반음식점,임페리아,"부산광역시 동구 대영로243번길 46, 지상1층 및 지하1층 (초량동)",부산광역시 동구 초량동 567 ,051-441-4022
일반음식점,꾸브라꼬숯불두마리치킨,"부산광역시 동구 초량상로 39, 1층 (초량동)",부산광역시 동구 초량동 1055-9 ,051-469-8842
일반음식점,호시노미치,"부산광역시 동구 중앙대로248번길 3-11, 1층 (초량동)",부산광역시 동구 초량동 1191-1 1층 일부 ,
일반음식점,영동밀면&돼지국밥,"부산광역시 동구 중앙대로209번길 12, 1층 (초량동)",부산광역시 동구 초량동 472-1 1층일부 ,
일반음식점,갓생맥주 초량점,"부산광역시 동구 중앙대로251번길 32, 1층 (초량동)",부산광역시 동구 초량동 143-6 146-6 ,
일반음식점,더도이 종가집 부산역,"부산광역시 동구 중앙대로180번길 7, 한창빌딩 1층 (초량동)",부산광역시 동구 초량동 1204-12 한창빌딩 1층 ,051-925-0078
일반음식점,영아네,"부산광역시 동구 수정동로 25, 1층 (수정동)",부산광역시 동구 수정동 547-11 1층 ,
일반음식점,디디씨치킨(초량산복도로점),"부산광역시 동구 망양로 481, 가동 지하1층 (초량동, 쏠라맨션)",부산광역시 동구 초량동 880 쏠라맨션 가동 지하호,051-464-9282
일반음식점,수정 갈비탕,"부산광역시 동구 중앙대로371번길 46, 유진빌딩 1층 (수정동)","부산광역시 동구 수정동 248-58 유진빌딩, 1층 ",051-442-1118
일반음식점,부산역1층 복순도가,"부산광역시 동구 중앙대로 206, 1층 (초량동)",부산광역시 동구 초량동 1187-1 부산역사 내 ,
일반음식점,동주,"부산광역시 동구 망양로 687, 2층 (수정동)",부산광역시 동구 수정동 1172-1 2층 ,
일반음식점,아인,"부산광역시 동구 진성로 6, 3층 (수정동)",부산광역시 동구 수정동 1-53 3층 ,
일반음식점,채선당 행복가마솥밥,"부산광역시 동구 중앙대로 206, 부산역사 내 1층 (초량동)",부산광역시 동구 초량동 1187-1 한국철도공사부산지역본부 1층 ,
일반음식점,쇠가리수제돈까스,"부산광역시 동구 망양로 735, 1층 (수정동)",부산광역시 동구 수정동 1163-2 1층 ,051-464-9232
일반음식점,골목칼국수,"부산광역시 동구 초량중로93번길 11, 1층 (초량동)","부산광역시 동구 초량동 133 133-1, 1층 일부 ",
일반음식점,진국정,"부산광역시 동구 조방로42번길 10, 1층 (범일동)",부산광역시 동구 범일동 830-154 ,051-631-3932
일반음식점,푸드코트 부산역점,"부산광역시 동구 중앙대로 206, 부산역사내 4층 (초량동)",부산광역시 동구 초량동 1187-1 부산역사내 4층 ,
일반음식점,동미락,"부산광역시 동구 구청로 1, 동구청 지하2층 (수정동)",부산광역시 동구 수정동 806-74 동구청 ,051-462-1466
일반음식점,양정 명동찌개마을 초량점,"부산광역시 동구 중앙대로251번길 19, 1층 (초량동)",부산광역시 동구 초량동 184-2 1층 일부 ,051-466-5455
일반음식점,에그존,"부산광역시 동구 중앙대로195번가길 26, 1층 (초량동)",부산광역시 동구 초량동 448-1 ,051-466-0100
일반음식점,수정각,부산광역시 동구 망양로 856 (좌천동),부산광역시 동구 좌천동 913-35 ,051-463-3032
일반음식점,옐로나이프,"부산광역시 동구 망양로 769, 2층 (수정동)",부산광역시 동구 수정동 689-14 ,
일반음식점,이안 애(愛),"부산광역시 동구 조방로 48, 자유시장 1021, 1022호 (범일동)","부산광역시 동구 범일동 830-24 자유시장 1021, 1022호 ",
일반음식점,부원 냉삼집 범일동점,"부산광역시 동구 범일로 41, 지상1층 107호 (범일동, 오션브릿지)",부산광역시 동구 범일동 1655 오션브릿지상가 지상1층 107호,051-632-8282
일반음식점,개미집 부산역점,"부산광역시 동구 초량상로 101-1, 1층 (초량동)",부산광역시 동구 초량동 130-11 1층 일부 ,
일반음식점,호야막창&소갈비살,"부산광역시 동구 초량상로 123-1, 1층 (초량동)",부산광역시 동구 초량동 92-21 1층 ,
일반음식점,밥풀떼기,"부산광역시 동구 초량로 72-1, 1층 (초량동)",부산광역시 동구 초량동 824-54 1층 일부 ,051-467-1277
일반음식점,가마솥,"부산광역시 동구 중앙대로180번길 12-11, 1층 (초량동)",부산광역시 동구 초량동 1213-8 1층 ,051-416-1141
일반음식점,고고돈까스,"부산광역시 동구 조방로 14, 동일타워 지상2층 판매2-215호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 지상2층 판매2-215호 ,051-633-7077
일반음식점,고기굽는 삼시세끼(부산역점),"부산광역시 동구 중앙대로226번길 7-3, 거영빌딩 2층 (초량동)",부산광역시 동구 초량동 1197-5 거영빌딩 2층 일부 ,
일반음식점,돈키(DONKI),"부산광역시 동구 성남이로 40, 지상1층 (범일동)",부산광역시 동구 범일동 252-1003 ,051-634-9282
일반음식점,더곱이네 동구점,"부산광역시 동구 홍곡중로 4, 1층 (수정동)",부산광역시 동구 수정동 1032-23 ,
일반음식점,다정,"부산광역시 동구 망양로 892, 지상1층 (범일동)",부산광역시 동구 범일동 1445-63 지상1층 일부 ,
일반음식점,153 구포국수,"부산광역시 동구 중앙대로 381, B동 지상1층 (수정동)",부산광역시 동구 수정동 1-110 B동 ,
일반음식점,단테라운지,"부산광역시 동구 초량로13번길 58, 1층 (초량동)",부산광역시 동구 초량동 399 1층 일부 ,
일반음식점,천춘일 식당,"부산광역시 동구 자성로75번길 29, 지상1층 103호 (범일동)",부산광역시 동구 범일동 321-19 103호,
일반음식점,부산국밥,"부산광역시 동구 자성로133번길 50, 지상1층 (범일동)",부산광역시 동구 범일동 830-74 ,051-635-6698
일반음식점,초량 단골집,"부산광역시 동구 초량로 20-1, 1,2층 (초량동)",부산광역시 동구 초량동 145-5 ,
일반음식점,고관함박,"부산광역시 동구 중앙대로349번길 14, 1층 (수정동)",부산광역시 동구 수정동 63-1 ,051-911-8484
일반음식점,aLive(얼라이브),"부산광역시 동구 중앙대로196번길 10, 부산역라마다앙코르호텔 23층 2301호 (초량동)",부산광역시 동구 초량동 1204-1 부산역라마다앙코르호텔 2301호,051-922-0043
일반음식점,툴스돈카츠,"부산광역시 동구 망양로 686, 1층 (수정동)",부산광역시 동구 수정동 1011-851 ,
일반음식점,잇팅푸드(Eating Food),"부산광역시 동구 초량로 80-1, 1층 (초량동)",부산광역시 동구 초량동 824-56 1층 ,
일반음식점,초량대패,"부산광역시 동구 초량중로 61-1, 1~2층 (초량동)","부산광역시 동구 초량동 417-5 1층일부, 2층전체 ",
일반음식점,양산도 현대백화점 부산점,"부산광역시 동구 범일로 125, 현대백화점 부산점 지상9층 (범일동)",부산광역시 동구 범일동 62-5 현대백화점 부산점 ,051-667-0934
일반음식점,대건명가돼지국밥,"부산광역시 동구 중앙대로 232, 1층 (초량동)",부산광역시 동구 초량동 1198-2 1층 ,051-442-1117
일반음식점,함지박아구찜,"부산광역시 동구 진성로9번길 62-5, 1층 (수정동)",부산광역시 동구 수정동 136-1 ,051-467-4403
일반음식점,하누소뒷고기(범일점),"부산광역시 동구 조방로49번길 9, 지상 1층 (범일동)",부산광역시 동구 범일동 830-255 ,
일반음식점,쉐 미얀마 레스토랑,"부산광역시 동구 중앙대로196번길 6-11, 지하1층 (초량동)",부산광역시 동구 초량동 1204-17 ,
일반음식점,옛날통닭,"부산광역시 동구 중앙대로221번길 14, 지상 1층 (초량동)",부산광역시 동구 초량동 389-1 ,051-468-3535
일반음식점,푸라닭 부산범일점,"부산광역시 동구 중앙대로 514, 지상1층 109호 (범일동, 한성기린프라자)",부산광역시 동구 범일동 62-720 한성기린프라자 ,051-636-9206
일반음식점,수정루,"부산광역시 동구 수정로 41, 1층 (수정동)",부산광역시 동구 수정동 872-13 ,
일반음식점,예도랑,"부산광역시 동구 홍곡로 50, 근린생활시설-3동 지상1층 304호 (초량동, 이편한세상부산항)",부산광역시 동구 초량동 1218 이편한세상부산항 근린생활시설-3 304호,
일반음식점,청년피자,"부산광역시 동구 고관로13번길 46, 삼화발딩 지상1층 (초량동)",부산광역시 동구 초량동 113-21 삼화발딩 ,051-466-9898
일반음식점,대게&천국,"부산광역시 동구 자성로 73, 지하1층 (범일동)",부산광역시 동구 범일동 330-157 ,
일반음식점,문명숙 한우곰탕,"부산광역시 동구 수정로 22-2, 지상1층 (수정동)",부산광역시 동구 수정동 844-119 ,051-464-3338
일반음식점,유가네닭갈비 부산역점,"부산광역시 동구 대영로243번길 103, 지상 1층 (초량동)",부산광역시 동구 초량동 486-1 ,
일반음식점,주식회사 라라프레쉬,"부산광역시 동구 고관로 90, 베스안하우스 3층 301호 (수정동)",부산광역시 동구 수정동 116-4 301호,051-441-1040
일반음식점,범일동 양푼이동태백반,"부산광역시 동구 부산진성공원로 1-6, 1층 (범일동)",부산광역시 동구 범일동 616-1 ,051-631-4613
일반음식점,백돈 부산 동구점,부산광역시 동구 홍곡로58번길 7 (수정동),부산광역시 동구 수정동 1028-20 ,
일반음식점,동근이숯불두마리치킨,"부산광역시 동구 진성로 78, 1층 (수정동)",부산광역시 동구 수정동 451-20 ,051-958-1199
일반음식점,가마치통닭(초량점),"부산광역시 동구 고관로29번길 55-1, 지상 1층 (초량동)",부산광역시 동구 초량동 637-4 ,051-441-8292
일반음식점,미조(맛을 만들다),"부산광역시 동구 홍곡로 50, 근린생활시설-1동 103일부호 (초량동, 이편한세상부산항)",부산광역시 동구 초량동 1218 이편한세상부산항 근린생활시설-1 103호일부 ,051-441-5835
일반음식점,유가네 닭갈비 범일역점,"부산광역시 동구 범일로 106-1, 2층 (범일동)",부산광역시 동구 범일동 833-25 ,051-633-7942
일반음식점,스팅프리커피웍스,"부산광역시 동구 중앙대로226번길 7-7, 1층 (초량동)",부산광역시 동구 초량동 1197-4 ,
일반음식점,즉석홍떡볶이,"부산광역시 동구 대영로239번길 26, 1층 (초량동)",부산광역시 동구 초량동 606-2 ,
일반음식점,오카뎅,"부산광역시 동구 중앙대로 169, 태영 노블리안 104호 (초량동)",부산광역시 동구 초량동 1210-6 태영 노블리안 104호,
일반음식점,초량낙지,"부산광역시 동구 고관로63번길 21, 1층 (수정동)",부산광역시 동구 수정동 1009-13 ,
일반음식점,치즈숲 화덕피자파스타,"부산광역시 동구 중앙대로180번길 12-4, 지상1층 (초량동)",부산광역시 동구 초량동 1212-22 ,
일반음식점,푸라닭 부산초량점,"부산광역시 동구 고관로29번길 12, 지상1층 (초량동)",부산광역시 동구 초량동 40-1 ,
일반음식점,돈누리,"부산광역시 동구 초량중로 104-1, 지상1층 (초량동)",부산광역시 동구 초량동 138-5 ,
일반음식점,식이네,"부산광역시 동구 중앙대로195번가길 15, 1층 (초량동)",부산광역시 동구 초량동 515-2 ,
일반음식점,서부 중국관,"부산광역시 동구 범일로102번길 15-1, 1층 (범일동)",부산광역시 동구 범일동 830-56 ,051-633-0303
일반음식점,자유관,"부산광역시 동구 중앙대로 324, 성운빌딩 지상2층 (초량동)",부산광역시 동구 초량동 1152-4 성운빌딩 ,051-463-3339
일반음식점,오복통닭,"부산광역시 동구 초량로 72-1, 지상1층 (초량동)",부산광역시 동구 초량동 824-54 ,051-441-0607
일반음식점,한림 양식당,"부산광역시 동구 초량로14번길 6-1, 1층 (초량동)",부산광역시 동구 초량동 179-1 ,
일반음식점,본죽&비빔밥cafe부산초량점,"부산광역시 동구 고관로 33, 1층 (초량동)",부산광역시 동구 초량동 42-18 ,
일반음식점,니시나리,"부산광역시 동구 초량로14번길 6-1, 3층 (초량동)",부산광역시 동구 초량동 179-1 ,
일반음식점,연남도시락,"부산광역시 동구 범곡북로14번길 21, 1층 (범일동)",부산광역시 동구 범일동 1485 ,
일반음식점,착한 닭강정,"부산광역시 동구 초량상로 144-1, 1층 (수정동)",부산광역시 동구 수정동 369-25 ,
일반음식점,맨즈,"부산광역시 동구 범일로89번길 26, 지하1층 (범일동)",부산광역시 동구 범일동 927-1 ,051-633-6001
일반음식점,토나리 커넥트현대 부산,"부산광역시 동구 범일로 125, 현대백화점 부산점 9층 (범일동)",부산광역시 동구 범일동 62-5 현대백화점 부산점 ,
일반음식점,두마리찜닭 두찜 부산수정점,"부산광역시 동구 망양로668번길 28, 지하1층 18463호 (수정동, 덕림아파트)",부산광역시 동구 수정동 1048-4 덕림아파트 ,
일반음식점,수정키친,"부산광역시 동구 망양로668번길 28, 지하1층 (수정동, 덕림아파트)",부산광역시 동구 수정동 1048-4 덕림아파트 ,
일반음식점,청년다방 부산역점,"부산광역시 동구 초량중로 20-1, 1층 (초량동)",부산광역시 동구 초량동 597-29 ,
일반음식점,모녀부엌,"부산광역시 동구 홍곡로 6-1, 1층 (초량동)",부산광역시 동구 초량동 130-13 ,
일반음식점,원웨이 펍,"부산광역시 동구 중앙대로196번길 6-3, 지하1층 (초량동)",부산광역시 동구 초량동 1204-3 ,
일반음식점,어보 범일점,"부산광역시 동구 범일로 125, 현대백화점 부산점 9층 (범일동)",부산광역시 동구 범일동 62-5 현대백화점 부산점 ,051-667-0955
일반음식점,4이얼즈어파트,"부산광역시 동구 중앙대로 447-1, 1~3층 (좌천동)",부산광역시 동구 좌천동 524-3 ,
일반음식점,세현수산,"부산광역시 동구 범일로102번길 16-6, 1층 (범일동)",부산광역시 동구 범일동 830-258 ,
일반음식점,엔티엠(NTM),"부산광역시 동구 자성로133번길 6, 104동 1층 2102호 (범일동, 진흥 마제스타워 범일)",부산광역시 동구 범일동 830-296 진흥 마제스타워 범일 ,
일반음식점,하이디라오 훠궈 부산역점,"부산광역시 동구 중앙대로 175, 1~3층 (초량동)",부산광역시 동구 초량동 1210-5 VIPS 부산역점 ,
일반음식점,띠뚱 전골,"부산광역시 동구 고관로 136, 1층 (수정동)",부산광역시 동구 수정동 221-7 ,
일반음식점,국제통닭(초량점),"부산광역시 동구 고관로 48, 신화하니엘 더시티 주건축물제1동 1층 101호 (초량동)",부산광역시 동구 초량동 1145-9 신화하니엘 더시티 주건축물제1동 ,
일반음식점,마부 마라탕,"부산광역시 동구 대영로243번길 31, 1층 (초량동)",부산광역시 동구 초량동 610-2 ,051-4678-805
일반음식점,굽네치킨 부산범일점,"부산광역시 동구 중앙대로 514, 1층 103호 (범일동, 한성기린프라자)",부산광역시 동구 범일동 62-720 한성기린프라자 ,
일반음식점,승승집화로구이,"부산광역시 동구 조방로 19, 1층 (범일동)",부산광역시 동구 범일동 830-276 ,051-632-6032
일반음식점,이바구토스트,"부산광역시 동구 중앙대로231번길 41, 1층 (초량동)",부산광역시 동구 초량동 294-4 ,
일반음식점,오뚝이국수,"부산광역시 동구 정공단로 11, 지하1층 (좌천동)",부산광역시 동구 좌천동 535-13 ,051-646-7318
일반음식점,BSB식당,"부산광역시 동구 중앙대로180번길 12-9, 1층 (초량동)",부산광역시 동구 초량동 1213-7 ,
일반음식점,배가왕,"부산광역시 동구 조방로 14, 동일타워 207호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,
일반음식점,해풍 횟집,"부산광역시 동구 진성로9번길 62, 1층 (수정동)",부산광역시 동구 수정동 153 ,
일반음식점,옥희네국집,부산광역시 동구 초량로13번길 28 (초량동),부산광역시 동구 초량동 312-2 ,
일반음식점,목구멍초량점,"부산광역시 동구 초량중로 105-2, 1층 (초량동)",부산광역시 동구 초량동 106-28 ,
일반음식점,하운드호텔 부산역점,"부산광역시 동구 중앙대로236번길 9, 하운드호텔 11층 (초량동)",부산광역시 동구 초량동 1195-12 하운드호텔 ,051-464-2000
일반음식점,미소,"부산광역시 동구 홍곡로 7-1, 1층 (초량동)",부산광역시 동구 초량동 667-2 ,
일반음식점,달빛상회,"부산광역시 동구 중앙대로 357, 301동 111호 (수정동, 협성휴포레·부산진역 오션뷰)",부산광역시 동구 수정동 1352 협성휴포레·부산진역 오션뷰 ,
일반음식점,레노비(renover),"부산광역시 동구 고관로53번길 7, 1~2층 (수정동)",부산광역시 동구 수정동 358-17 ,
일반음식점,달리퐁카페,"부산광역시 동구 홍곡로 68, 2층 202호 (수정동, 베스안하우스 2차)",부산광역시 동구 수정동 1014-8 베스안하우스 2차 ,
일반음식점,달이 뜬다,"부산광역시 동구 성북로 60, 2층 (범일동)",부산광역시 동구 범일동 1430-24 ,
일반음식점,에바돈가츠,"부산광역시 동구 홍곡로 37, 상가동 103호 (초량동)",부산광역시 동구 초량동 635-3 ,
일반음식점,참치 원장,"부산광역시 동구 고관로 106, 1층 61호 (수정동, 수정상가아파트)",부산광역시 동구 수정동 170-1 수정상가아파트 ,
일반음식점,마왕족발 초량점,"부산광역시 동구 홍곡로 37, 상가동 1층 102호 (초량동)",부산광역시 동구 초량동 635-3 ,
일반음식점,명가 감자탕,"부산광역시 동구 수정로 10-3, 1층 (수정동)",부산광역시 동구 수정동 135-3 ,051-466-0033
일반음식점,디구앙(Digoin),"부산광역시 동구 초량상로 120-1, 1~2층 (초량동)",부산광역시 동구 초량동 98-5 ,
일반음식점,흥부자네식당,"부산광역시 동구 망양로 877-1, 1층 (범일동)",부산광역시 동구 범일동 1435-521 ,051-634-0029
일반음식점,본죽&비빔밥 부산범일점,"부산광역시 동구 조방로 14, 동일타워 1층 판매-2 104호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,
일반음식점,콘티넨탈,"부산광역시 동구 망양로 705, 1층 (수정동)",부산광역시 동구 수정동 1161-1 ,
일반음식점,족발이다 부산동구점,"부산광역시 동구 초량로 49, 1층 (초량동)",부산광역시 동구 초량동 811-43 ,
일반음식점,상상짬뽕,"부산광역시 동구 중앙대로196번길 6-13, 1층 (초량동)",부산광역시 동구 초량동 1204-10 ,
일반음식점,정직유부 범일점,"부산광역시 동구 조방로 14, 동일타워 1층 판매2-108호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,
일반음식점,홀릭3,"부산광역시 동구 부산진성공원로3번길 14, 1층 (범일동)",부산광역시 동구 범일동 618-7 ,
일반음식점,아빠의손맛,"부산광역시 동구 홍곡로 50, 213호 (초량동, e편한세상 부산항)",부산광역시 동구 초량동 1218 e편한세상 부산항 ,
일반음식점,범일냉삼,"부산광역시 동구 범일일길 8-1, 1층 (범일동)",부산광역시 동구 범일동 653-19 ,
일반음식점,지코바 양념치킨,"부산광역시 동구 수정중로 9, 1층 (수정동)",부산광역시 동구 수정동 858-7 ,051-467-9992
일반음식점,가마치통닭 부산진역점,"부산광역시 동구 중앙대로371번길 12, 조광빌딩 1층 (수정동)",부산광역시 동구 수정동 1-131 조광빌딩 ,
일반음식점,스지골,부산광역시 동구 초량로 22 (초량동),부산광역시 동구 초량동 144-18 ,
일반음식점,꼬들대패 초량점,"부산광역시 동구 초량상로 123, 1층 (초량동)",부산광역시 동구 초량동 100-10 ,
일반음식점,본 설렁탕 부산 범일점,"부산광역시 동구 조방로 14, 동일타워 2층 204호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,051-635-2320
일반음식점,두꺼비오뎅 초량점,"부산광역시 동구 중앙대로251번길 28, 1층 (초량동)",부산광역시 동구 초량동 143-14 ,
일반음식점,준필엠제이에이(JunPhilMJA),"부산광역시 동구 중앙대로209번길 2, B동 1층 (초량동)",부산광역시 동구 초량동 1207-8 ,
일반음식점,마마초밥 초량점,"부산광역시 동구 초량중로 114, 104동 지하1층 B129호 (초량동, 범양레우스 센트럴베이)",부산광역시 동구 초량동 1226 범양레우스 센트럴베이 ,051-462-3112
일반음식점,호맥 수정점,"부산광역시 동구 수정로 8, 1층 (수정동)",부산광역시 동구 수정동 139-3 ,
일반음식점,도담샤브 현대백화점 부산점,"부산광역시 동구 범일로 125, 현대백화점 부산점 9층 (범일동)",부산광역시 동구 범일동 62-5 현대백화점 부산점 ,051-667-0938
일반음식점,닭치고낙곱새 부산수정직영점,"부산광역시 동구 고관로 140-18, 1층 (수정동)",부산광역시 동구 수정동 227-20 ,
일반음식점,완식,"부산광역시 동구 부산진성공원로3번길 11-2, 1층 (범일동)",부산광역시 동구 범일동 619-3 ,
일반음식점,60계치킨 부산초량점,부산광역시 동구 고관로29번길 51-1 (초량동),부산광역시 동구 초량동 638-14 ,051-465-3802
일반음식점,증산오리불고기,"부산광역시 동구 성북로 35, 1층 (좌천동)",부산광역시 동구 좌천동 900-3 ,051-633-3377
